id,regular,region,universe,neutralization,decay,delay,test_period,truncation,pasteurization,nan_handling
FullTest_0560,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,0,1,P2Y,0.01,OFF,OFF
FullTest_0561,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P1Y,0.08,ON,ON
FullTest_0562,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P1Y,0.08,ON,OFF
FullTest_0563,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P1Y,0.08,OFF,ON
FullTest_0564,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P1Y,0.08,OFF,OFF
FullTest_0565,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P1Y,0.01,ON,ON
FullTest_0566,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P1Y,0.01,ON,OFF
FullTest_0567,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P1Y,0.01,OFF,ON
FullTest_0568,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P1Y,0.01,OFF,OFF
FullTest_0569,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P2Y,0.08,ON,ON
FullTest_0570,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P2Y,0.08,ON,OFF
FullTest_0571,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P2Y,0.08,OFF,ON
FullTest_0572,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P2Y,0.08,OFF,OFF
FullTest_0573,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P2Y,0.01,ON,ON
FullTest_0574,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P2Y,0.01,ON,OFF
FullTest_0575,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P2Y,0.01,OFF,ON
FullTest_0576,"Rank(Ts_Rank(close, 10))",EUR,MINVOL3M,NONE,5,1,P2Y,0.01,OFF,OFF
FullTest_0577,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P1Y,0.08,ON,ON
FullTest_0578,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P1Y,0.08,ON,OFF
FullTest_0579,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P1Y,0.08,OFF,ON
FullTest_0580,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P1Y,0.08,OFF,OFF
FullTest_0581,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P1Y,0.01,ON,ON
FullTest_0582,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P1Y,0.01,ON,OFF
FullTest_0583,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P1Y,0.01,OFF,ON
FullTest_0584,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P1Y,0.01,OFF,OFF
FullTest_0585,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P2Y,0.08,ON,ON
FullTest_0586,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P2Y,0.08,ON,OFF
FullTest_0587,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P2Y,0.08,OFF,ON
FullTest_0588,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P2Y,0.08,OFF,OFF
FullTest_0589,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P2Y,0.01,ON,ON
FullTest_0590,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P2Y,0.01,ON,OFF
FullTest_0591,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P2Y,0.01,OFF,ON
FullTest_0592,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,0,1,P2Y,0.01,OFF,OFF
FullTest_0593,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P1Y,0.08,ON,ON
FullTest_0594,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P1Y,0.08,ON,OFF
FullTest_0595,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P1Y,0.08,OFF,ON
FullTest_0596,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P1Y,0.08,OFF,OFF
FullTest_0597,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P1Y,0.01,ON,ON
FullTest_0598,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P1Y,0.01,ON,OFF
FullTest_0599,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P1Y,0.01,OFF,ON
FullTest_0600,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P1Y,0.01,OFF,OFF
FullTest_0601,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P2Y,0.08,ON,ON
FullTest_0602,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P2Y,0.08,ON,OFF
FullTest_0603,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P2Y,0.08,OFF,ON
FullTest_0604,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P2Y,0.08,OFF,OFF
FullTest_0605,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P2Y,0.01,ON,ON
FullTest_0606,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P2Y,0.01,ON,OFF
FullTest_0607,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P2Y,0.01,OFF,ON
FullTest_0608,"Rank(Ts_Rank(close, 20))",USA,TOP3000,INDUSTRY,5,1,P2Y,0.01,OFF,OFF
FullTest_0609,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P1Y,0.08,ON,ON
FullTest_0610,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P1Y,0.08,ON,OFF
FullTest_0611,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P1Y,0.08,OFF,ON
FullTest_0612,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P1Y,0.08,OFF,OFF
FullTest_0613,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P1Y,0.01,ON,ON
FullTest_0614,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P1Y,0.01,ON,OFF
FullTest_0615,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P1Y,0.01,OFF,ON
FullTest_0616,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P1Y,0.01,OFF,OFF
FullTest_0617,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P2Y,0.08,ON,ON
FullTest_0618,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P2Y,0.08,ON,OFF
FullTest_0619,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P2Y,0.08,OFF,ON
FullTest_0620,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P2Y,0.08,OFF,OFF
FullTest_0621,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P2Y,0.01,ON,ON
FullTest_0622,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P2Y,0.01,ON,OFF
FullTest_0623,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P2Y,0.01,OFF,ON
FullTest_0624,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,0,1,P2Y,0.01,OFF,OFF
FullTest_0625,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P1Y,0.08,ON,ON
FullTest_0626,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P1Y,0.08,ON,OFF
FullTest_0627,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P1Y,0.08,OFF,ON
FullTest_0628,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P1Y,0.08,OFF,OFF
FullTest_0629,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P1Y,0.01,ON,ON
FullTest_0630,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P1Y,0.01,ON,OFF
FullTest_0631,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P1Y,0.01,OFF,ON
FullTest_0632,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P1Y,0.01,OFF,OFF
FullTest_0633,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P2Y,0.08,ON,ON
FullTest_0634,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P2Y,0.08,ON,OFF
FullTest_0635,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P2Y,0.08,OFF,ON
FullTest_0636,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P2Y,0.08,OFF,OFF
FullTest_0637,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P2Y,0.01,ON,ON
FullTest_0638,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P2Y,0.01,ON,OFF
FullTest_0639,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P2Y,0.01,OFF,ON
FullTest_0640,"Rank(Ts_Rank(close, 20))",USA,TOP3000,MARKET,5,1,P2Y,0.01,OFF,OFF
FullTest_0641,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P1Y,0.08,ON,ON
FullTest_0642,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P1Y,0.08,ON,OFF
FullTest_0643,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P1Y,0.08,OFF,ON
FullTest_0644,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P1Y,0.08,OFF,OFF
FullTest_0645,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P1Y,0.01,ON,ON
FullTest_0646,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P1Y,0.01,ON,OFF
FullTest_0647,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P1Y,0.01,OFF,ON
FullTest_0648,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P1Y,0.01,OFF,OFF
FullTest_0649,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P2Y,0.08,ON,ON
FullTest_0650,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P2Y,0.08,ON,OFF
FullTest_0651,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P2Y,0.08,OFF,ON
FullTest_0652,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P2Y,0.08,OFF,OFF
FullTest_0653,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P2Y,0.01,ON,ON
FullTest_0654,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P2Y,0.01,ON,OFF
FullTest_0655,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P2Y,0.01,OFF,ON
FullTest_0656,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,0,1,P2Y,0.01,OFF,OFF
FullTest_0657,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P1Y,0.08,ON,ON
FullTest_0658,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P1Y,0.08,ON,OFF
FullTest_0659,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P1Y,0.08,OFF,ON
FullTest_0660,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P1Y,0.08,OFF,OFF
FullTest_0661,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P1Y,0.01,ON,ON
FullTest_0662,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P1Y,0.01,ON,OFF
FullTest_0663,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P1Y,0.01,OFF,ON
FullTest_0664,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P1Y,0.01,OFF,OFF
FullTest_0665,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P2Y,0.08,ON,ON
FullTest_0666,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P2Y,0.08,ON,OFF
FullTest_0667,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P2Y,0.08,OFF,ON
FullTest_0668,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P2Y,0.08,OFF,OFF
FullTest_0669,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P2Y,0.01,ON,ON
FullTest_0670,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P2Y,0.01,ON,OFF
FullTest_0671,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P2Y,0.01,OFF,ON
FullTest_0672,"Rank(Ts_Rank(close, 20))",USA,TOP3000,NONE,5,1,P2Y,0.01,OFF,OFF
FullTest_0673,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.08,ON,ON
FullTest_0674,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.08,ON,OFF
FullTest_0675,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.08,OFF,ON
FullTest_0676,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.08,OFF,OFF
FullTest_0677,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.01,ON,ON
FullTest_0678,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.01,ON,OFF
FullTest_0679,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.01,OFF,ON
FullTest_0680,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P1Y,0.01,OFF,OFF
FullTest_0681,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.08,ON,ON
FullTest_0682,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.08,ON,OFF
FullTest_0683,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.08,OFF,ON
FullTest_0684,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.08,OFF,OFF
FullTest_0685,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.01,ON,ON
FullTest_0686,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.01,ON,OFF
FullTest_0687,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.01,OFF,ON
FullTest_0688,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,0,1,P2Y,0.01,OFF,OFF
FullTest_0689,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.08,ON,ON
FullTest_0690,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.08,ON,OFF
FullTest_0691,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.08,OFF,ON
FullTest_0692,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.08,OFF,OFF
FullTest_0693,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.01,ON,ON
FullTest_0694,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.01,ON,OFF
FullTest_0695,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.01,OFF,ON
FullTest_0696,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P1Y,0.01,OFF,OFF
FullTest_0697,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.08,ON,ON
FullTest_0698,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.08,ON,OFF
FullTest_0699,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.08,OFF,ON
FullTest_0700,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.08,OFF,OFF
FullTest_0701,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.01,ON,ON
FullTest_0702,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.01,ON,OFF
FullTest_0703,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.01,OFF,ON
FullTest_0704,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,INDUSTRY,5,1,P2Y,0.01,OFF,OFF
FullTest_0705,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P1Y,0.08,ON,ON
FullTest_0706,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P1Y,0.08,ON,OFF
FullTest_0707,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P1Y,0.08,OFF,ON
FullTest_0708,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P1Y,0.08,OFF,OFF
FullTest_0709,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P1Y,0.01,ON,ON
FullTest_0710,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P1Y,0.01,ON,OFF
FullTest_0711,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P1Y,0.01,OFF,ON
FullTest_0712,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P1Y,0.01,OFF,OFF
FullTest_0713,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P2Y,0.08,ON,ON
FullTest_0714,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P2Y,0.08,ON,OFF
FullTest_0715,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P2Y,0.08,OFF,ON
FullTest_0716,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P2Y,0.08,OFF,OFF
FullTest_0717,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P2Y,0.01,ON,ON
FullTest_0718,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P2Y,0.01,ON,OFF
FullTest_0719,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P2Y,0.01,OFF,ON
FullTest_0720,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,0,1,P2Y,0.01,OFF,OFF
FullTest_0721,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P1Y,0.08,ON,ON
FullTest_0722,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P1Y,0.08,ON,OFF
FullTest_0723,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P1Y,0.08,OFF,ON
FullTest_0724,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P1Y,0.08,OFF,OFF
FullTest_0725,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P1Y,0.01,ON,ON
FullTest_0726,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P1Y,0.01,ON,OFF
FullTest_0727,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P1Y,0.01,OFF,ON
FullTest_0728,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P1Y,0.01,OFF,OFF
FullTest_0729,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P2Y,0.08,ON,ON
FullTest_0730,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P2Y,0.08,ON,OFF
FullTest_0731,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P2Y,0.08,OFF,ON
FullTest_0732,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P2Y,0.08,OFF,OFF
FullTest_0733,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P2Y,0.01,ON,ON
FullTest_0734,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P2Y,0.01,ON,OFF
FullTest_0735,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P2Y,0.01,OFF,ON
FullTest_0736,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,MARKET,5,1,P2Y,0.01,OFF,OFF
FullTest_0737,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P1Y,0.08,ON,ON
FullTest_0738,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P1Y,0.08,ON,OFF
FullTest_0739,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P1Y,0.08,OFF,ON
FullTest_0740,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P1Y,0.08,OFF,OFF
FullTest_0741,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P1Y,0.01,ON,ON
FullTest_0742,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P1Y,0.01,ON,OFF
FullTest_0743,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P1Y,0.01,OFF,ON
FullTest_0744,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P1Y,0.01,OFF,OFF
FullTest_0745,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P2Y,0.08,ON,ON
FullTest_0746,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P2Y,0.08,ON,OFF
FullTest_0747,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P2Y,0.08,OFF,ON
FullTest_0748,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P2Y,0.08,OFF,OFF
FullTest_0749,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P2Y,0.01,ON,ON
FullTest_0750,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P2Y,0.01,ON,OFF
FullTest_0751,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P2Y,0.01,OFF,ON
FullTest_0752,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,0,1,P2Y,0.01,OFF,OFF
FullTest_0753,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P1Y,0.08,ON,ON
FullTest_0754,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P1Y,0.08,ON,OFF
FullTest_0755,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P1Y,0.08,OFF,ON
FullTest_0756,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P1Y,0.08,OFF,OFF
FullTest_0757,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P1Y,0.01,ON,ON
FullTest_0758,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P1Y,0.01,ON,OFF
FullTest_0759,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P1Y,0.01,OFF,ON
FullTest_0760,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P1Y,0.01,OFF,OFF
FullTest_0761,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P2Y,0.08,ON,ON
FullTest_0762,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P2Y,0.08,ON,OFF
FullTest_0763,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P2Y,0.08,OFF,ON
FullTest_0764,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P2Y,0.08,OFF,OFF
FullTest_0765,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P2Y,0.01,ON,ON
FullTest_0766,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P2Y,0.01,ON,OFF
FullTest_0767,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P2Y,0.01,OFF,ON
FullTest_0768,"Rank(Ts_Rank(close, 20))",USA,MINVOL3M,NONE,5,1,P2Y,0.01,OFF,OFF
FullTest_0769,"Rank(Ts_Rank(close, 20))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.08,ON,ON
FullTest_0770,"Rank(Ts_Rank(close, 20))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.08,ON,OFF
FullTest_0771,"Rank(Ts_Rank(close, 20))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.08,OFF,ON
FullTest_0772,"Rank(Ts_Rank(close, 20))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.08,OFF,OFF
FullTest_0773,"Rank(Ts_Rank(close, 20))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.01,ON,ON
FullTest_0774,"Rank(Ts_Rank(close, 20))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.01,ON,OFF
FullTest_0775,"Rank(Ts_Rank(close, 20))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.01,OFF,ON
FullTest_0776,"Rank(Ts_Rank(close, 20))",ASI,TOP3000,INDUSTRY,0,1,P1Y,0.01,OFF,OFF
FullTest_0777,"Rank(Ts_Rank(close, 20))",ASI,TOP3000,INDUSTRY,0,1,P2Y,0.08,ON,ON
FullTest_0778,"Rank(Ts_Rank(close, 20))",ASI,TOP3000,INDUSTRY,0,1,P2Y,0.08,ON,OFF
FullTest_0779,"Rank(Ts_Rank(close, 20))",ASI,TOP3000,INDUSTRY,0,1,P2Y,0.08,OFF,ON
FullTest_0780,"Rank(Ts_Rank(close, 20))",ASI,TOP3000,INDUSTRY,0,1,P2Y,0.08,OFF,OFF
FullTest_0781,"Rank(Ts_Rank(close, 20))",ASI,TOP3000,INDUSTRY,0,1,P2Y,0.01,ON,ON
